Datetime,Prévision J-1,Prévision J,Consommation
2025-01-01 00:00:00,57711.0,63667.0,64354.0
2025-01-01 00:15:00,57122.0,64233.0,64521.0
2025-01-01 00:30:00,62700.0,63100.0,63715.0
2025-01-01 00:45:00,62700.0,63100.0,62502.0
2025-01-01 01:00:00,61100.0,61300.0,61490.0
2025-01-01 01:15:00,61100.0,61300.0,61780.0
2025-01-01 01:30:00,61600.0,62000.0,61542.0
2025-01-01 01:45:00,61600.0,62000.0,61594.0
2025-01-01 02:00:00,61300.0,61700.0,61085.0
2025-01-01 02:15:00,61300.0,61700.0,61410.0
2025-01-01 02:30:00,59700.0,60300.0,60750.0
2025-01-01 02:45:00,59700.0,60300.0,60067.0
2025-01-01 03:00:00,57800.0,58800.0,59266.0
2025-01-01 03:15:00,57800.0,58800.0,58795.0
2025-01-01 03:30:00,56400.0,57900.0,58178.0
2025-01-01 03:45:00,56400.0,57900.0,57656.0
2025-01-01 04:00:00,55200.0,56600.0,56876.0
2025-01-01 04:15:00,55200.0,56600.0,56698.0
2025-01-01 04:30:00,54200.0,56100.0,56239.0
2025-01-01 04:45:00,54200.0,56100.0,55908.0
2025-01-01 05:00:00,54000.0,55700.0,55611.0
2025-01-01 05:15:00,54000.0,55700.0,56089.0
2025-01-01 05:30:00,53800.0,55700.0,55820.0
2025-01-01 05:45:00,53800.0,55700.0,55819.0
2025-01-01 06:00:00,53500.0,55700.0,55713.0
2025-01-01 06:15:00,53500.0,55700.0,56393.0
2025-01-01 06:30:00,54100.0,56400.0,56440.0
2025-01-01 06:45:00,54100.0,56400.0,56569.0
2025-01-01 07:00:00,54100.0,56700.0,56701.0
2025-01-01 07:15:00,54100.0,56700.0,56884.0
2025-01-01 07:30:00,54300.0,57000.0,57024.0
2025-01-01 07:45:00,54300.0,57000.0,57005.0
2025-01-01 08:00:00,54400.0,57300.0,57188.0
2025-01-01 08:15:00,54400.0,57300.0,57114.0
2025-01-01 08:30:00,54100.0,57200.0,57232.0
2025-01-01 08:45:00,54100.0,57200.0,57313.0
2025-01-01 09:00:00,54200.0,57300.0,57283.0
2025-01-01 09:15:00,54200.0,57300.0,57233.0
2025-01-01 09:30:00,54900.0,58000.0,57629.0
2025-01-01 09:45:00,54900.0,58000.0,58055.0
2025-01-01 10:00:00,55600.0,58700.0,58320.0
2025-01-01 10:15:00,55600.0,58700.0,58527.0
2025-01-01 10:30:00,56500.0,59000.0,58802.0
2025-01-01 10:45:00,56500.0,59000.0,59161.0
2025-01-01 11:00:00,57300.0,59600.0,59353.0
2025-01-01 11:15:00,57300.0,59600.0,59769.0
2025-01-01 11:30:00,57900.0,60100.0,60026.0
2025-01-01 11:45:00,57900.0,60100.0,60189.0
2025-01-01 12:00:00,59700.0,61200.0,60491.0
2025-01-01 12:15:00,59700.0,61200.0,61069.0
2025-01-01 12:30:00,59400.0,60600.0,60531.0
2025-01-01 12:45:00,59400.0,60600.0,61576.0
2025-01-01 13:00:00,60600.0,61700.0,61332.0
2025-01-01 13:15:00,60600.0,61700.0,60866.0
2025-01-01 13:30:00,58700.0,59700.0,60021.0
2025-01-01 13:45:00,58700.0,59700.0,59329.0
2025-01-01 14:00:00,57700.0,58400.0,58467.0
2025-01-01 14:15:00,57700.0,58400.0,58084.0
2025-01-01 14:30:00,57100.0,57100.0,57258.0
2025-01-01 14:45:00,57100.0,57100.0,56733.0
