Datetime,Prévision J-1,Prévision J,Consommation
2023-01-03 17:00:00,56900.0,56500.0,56176.0
2023-01-03 17:15:00,58150.0,57700.0,56998.0
2023-01-03 17:30:00,59400.0,58900.0,58192.0
2023-01-03 17:45:00,60700.0,60200.0,59303.0
2023-01-03 18:00:00,62000.0,61500.0,60307.0
2023-01-03 18:15:00,62450.0,61900.0,60823.0
2023-01-03 18:30:00,62900.0,62300.0,61844.0
2023-01-03 18:45:00,63550.0,62950.0,62520.0
2023-01-03 19:00:00,64200.0,63600.0,63154.0
2023-01-03 19:15:00,63550.0,62950.0,62661.0
2023-01-03 19:30:00,62900.0,62300.0,62276.0
2023-01-03 19:45:00,62100.0,61550.0,61217.0
2023-01-03 20:00:00,61300.0,60800.0,60403.0
2023-01-03 20:15:00,60250.0,59750.0,59328.0
2023-01-03 20:30:00,59200.0,58700.0,58455.0
2023-01-03 20:45:00,58150.0,57650.0,57365.0
2023-01-03 21:00:00,57100.0,56600.0,56529.0
2023-01-03 21:15:00,56350.0,55900.0,55922.0
2023-01-03 21:30:00,55600.0,55200.0,55155.0
2023-01-03 21:45:00,54850.0,54450.0,54433.0
2023-01-03 22:00:00,54100.0,53700.0,54144.0
2023-01-03 22:15:00,54250.0,53800.0,54231.0
2023-01-03 22:30:00,54400.0,53900.0,54464.0
2023-01-03 22:45:00,55500.0,54900.0,55997.0
2023-01-03 23:00:00,56600.0,55900.0,55569.0
2023-01-03 23:15:00,56500.0,55750.0,55131.0
2023-01-03 23:30:00,56400.0,55600.0,54691.0
2023-01-03 23:45:00,55700.0,54800.0,54821.0
2023-01-04 00:00:00,54000.0,54100.0,54065.0
2023-01-04 00:15:00,53250.0,53300.0,54003.0
2023-01-04 00:30:00,52500.0,52500.0,52482.0
2023-01-04 00:45:00,51600.0,51550.0,51094.0
2023-01-04 01:00:00,50700.0,50600.0,50599.0
2023-01-04 01:15:00,51250.0,51050.0,51142.0
2023-01-04 01:30:00,51800.0,51500.0,50870.0
2023-01-04 01:45:00,51900.0,51600.0,51218.0
2023-01-04 02:00:00,52000.0,51700.0,50919.0
2023-01-04 02:15:00,51350.0,51050.0,51390.0
2023-01-04 02:30:00,50700.0,50400.0,50400.0
2023-01-04 02:45:00,50100.0,49700.0,49631.0
2023-01-04 03:00:00,49500.0,49000.0,48982.0
2023-01-04 03:15:00,49150.0,48450.0,48629.0
2023-01-04 03:30:00,48800.0,47900.0,47911.0
2023-01-04 03:45:00,48500.0,47550.0,47479.0
2023-01-04 04:00:00,48200.0,47200.0,47213.0
2023-01-04 04:15:00,48100.0,47050.0,47156.0
2023-01-04 04:30:00,48000.0,46900.0,47030.0
2023-01-04 04:45:00,48350.0,47200.0,47048.0
2023-01-04 05:00:00,48700.0,47500.0,47455.0
2023-01-04 05:15:00,49350.0,48250.0,48829.0
2023-01-04 05:30:00,50000.0,49000.0,48979.0
2023-01-04 05:45:00,50950.0,49800.0,49828.0
2023-01-04 06:00:00,51900.0,50600.0,50575.0
2023-01-04 06:15:00,53500.0,52150.0,53204.0
2023-01-04 06:30:00,55100.0,53700.0,53776.0
2023-01-04 06:45:00,56550.0,55150.0,55214.0
2023-01-04 07:00:00,58000.0,56600.0,56564.0
2023-01-04 07:15:00,59200.0,57600.0,58036.0
2023-01-04 07:30:00,60400.0,58600.0,58616.0
2023-01-04 07:45:00,61350.0,59450.0,59398.0
2023-01-04 08:00:00,62300.0,60300.0,60317.0
2023-01-04 08:15:00,62550.0,60600.0,60511.0
2023-01-04 08:30:00,62800.0,60900.0,60863.0
2023-01-04 08:45:00,62750.0,60850.0,61174.0
2023-01-04 09:00:00,62700.0,60800.0,60946.0
2023-01-04 09:15:00,62600.0,61000.0,61021.0
2023-01-04 09:30:00,62500.0,61200.0,61173.0
2023-01-04 09:45:00,62500.0,61300.0,61267.0
2023-01-04 10:00:00,62500.0,61400.0,61378.0
2023-01-04 10:15:00,62500.0,61250.0,61205.0
2023-01-04 10:30:00,62500.0,61100.0,61144.0
2023-01-04 10:45:00,62350.0,61250.0,61194.0
2023-01-04 11:00:00,62200.0,61400.0,61413.0
2023-01-04 11:15:00,62300.0,61350.0,61381.0
2023-01-04 11:30:00,62400.0,61300.0,61345.0
2023-01-04 11:45:00,62650.0,61750.0,61664.0
2023-01-04 12:00:00,62900.0,62200.0,61883.0
2023-01-04 12:15:00,62200.0,61400.0,61023.0
2023-01-04 12:30:00,61500.0,60600.0,60578.0
2023-01-04 12:45:00,61000.0,59800.0,60053.0
2023-01-04 13:00:00,60500.0,59000.0,59224.0
2023-01-04 13:15:00,60000.0,58550.0,58736.0
2023-01-04 13:30:00,59500.0,58100.0,58125.0
2023-01-04 13:45:00,59300.0,58200.0,58067.0
2023-01-04 14:00:00,59100.0,58300.0,58138.0
2023-01-04 14:15:00,58950.0,58150.0,58274.0
2023-01-04 14:30:00,58800.0,58000.0,57976.0
2023-01-04 14:45:00,58400.0,57800.0,57996.0
2023-01-04 15:00:00,58000.0,57600.0,57590.0
2023-01-04 15:15:00,57750.0,57250.0,57441.0
2023-01-04 15:30:00,57500.0,56900.0,56915.0
2023-01-04 15:45:00,57350.0,56550.0,56518.0
2023-01-04 16:00:00,57200.0,56200.0,56233.0
